student_id,subject,exam_score,homework_completion_pct,teacher_comments
S05059,Geography,85,100,Edge recent believe role threat Mr simply decision.
S10038,Geography,71,-5,  
S09850,Geography,62,90,Account television service hand inside director shoulder real history.
S08413,Geography,71,80,Week thank expert hold particularly year method event program election according hour.
S06385,English,79,90,Senior small upon early health born happy.
S08665,English,46,95,  
S06773,Math,59,-5,Have upon carry central research wait.
S03536,English,65,100,Value stage personal skill my wonder since live issue smile big board.
S09135,History,49,80,Left hard agreement out partner assume.
S03210,Geography,84,100,Foot run air between could explain thank at catch player.
S06208,Math,46,80,Else me skill place attention many hot.
S03363,Math,44,-5,Hard anyone style authority various executive sit order these hour director.
S05292,Geography,59,95,Nice matter establish nor picture the image.
S11786,History,86,100,Author choice body star Mr seat remember everything.
S08719,Science,66,100,Occur smile student care once second fast set fast still tend time.
S02733,Geography,90,80,Task budget such no agreement door.
S06377,English,66,80,Station hope should game possible still artist place air increase stage enjoy.
S04564,English,59,95,Spring rock former late religious carry.
S03598,English,96,95,Risk past agreement court industry anything fear.
S06199,Science,62,100,Race American color picture everyone degree training face agency past.
S02479,Arabic,97,95,Product quality event like him safe in interview view unit letter every.
S05242,Science,79,90,Mouth size number evening measure picture painting top.
S07867,Math,80,-5,Sea meet especially pressure source green from.
S08160,English,87,95,Million alone some successful will serious individual out leader.
S03019,History,70,100,However anyone turn Mr rule several movement require whole son name.
S01671,Math,74,100,Class no find keep factor father future deal cause meet half young.
S00176,Arabic,50,95,First break because improve read southern month.
S11855,Arabic,78,100,Easy involve idea someone else agree happen worker whom.
S06225,English,54,80,Machine now player time hundred drive hotel bring floor heavy.
S06168,Math,68,100,Foreign industry begin better act adult loss hair relationship trouble peace.
S09427,Arabic,46,95,Big major interesting hour shoulder year strong special some.
S05604,History,46,100,Under traditional weight show over these role.
S04797,History,53,90,Information statement wait store society where clearly might unit understand.
S10863,English,63,90,Knowledge may on care visit true deep member side against yet.
S02772,Science,83,80,Program relate almost arm task east who present son.
S10303,English,45,90,Entire beat pressure space decision early study phone property open imagine.
S12156,Science,56,100,House program already who wonder table sure mind enough.
S04705,Math,47,80,Spring outside stand still action sit.
S05517,History,67,80,One race training usually special enjoy person later month at whatever across rest.
S01026,Geography,72,100,Cut kid manage much trade start close throw.
S02640,English,74,80,Toward continue meeting industry size decision by identify stand baby song team.
S03700,Geography,58,95,Conference law president campaign recently wind say soldier from impact no blood.
S02361,English,82,90,Music us last western card maybe family scientist factor be off travel.
S00580,Science,43,80,Good thus body even should only cup central against.
S01401,English,61,95,  
S03186,Math,41,-5,Visit yard exist green manager hear series treat dark week have develop.
S09137,English,44,90,Relationship consider relationship apply interview short.
S04802,Math,57,95,Five process minute check television speech baby answer hot activity make.
S10947,Math,63,80,Seat expert inside behind ten career between occur new may.
S05260,English,45,100,Daughter gas little role agree effect project.
S09880,Science,44,100,Actually human main great goal inside difference support church national.
S02068,Arabic,44,95,My common their area area magazine decision pattern institution.
S00299,Arabic,44,95,  
S00453,History,62,80,Student social glass pass less dog notice.
S09136,Math,80,90,Goal center exist single want enter describe may thousand local explain other.
S00052,Science,78,95,Establish study consider charge strong similar support size job expect decision father.
S06076,History,68,95,Dog door which edge argue ten certainly notice major nothing big her.
S11127,Arabic,62,-5,Lawyer author talk different research one bit name ahead assume.
S07865,Geography,84,100,Create good book teach change explain.
S11737,Science,67,100,Vote expert carry before recent debate.
S12047,Arabic,50,100,Drug matter though see suddenly more.
S02001,History,100,100,At discussion summer most us baby wrong year note experience wish magazine.
S08103,Math,57,100,Degree color pull recognize space significant own professional add hotel one safe.
S11689,Geography,58,80,Moment there current require indicate old sit apply necessary look hot summer.
S00372,Arabic,56,80,Between say short partner field book state tree floor.
S06975,Science,86,90,Catch including history operation final subject director.
S08624,Geography,77,-5,Apply social ability certain voice late way room career former.
S11122,History,77,95,Pattern defense most home huge moment debate happy until upon similar and tend.
S03090,English,69,-5,Huge herself friend seek attention spring against argue smile like represent ok.
S01407,Science,72,100,Sense specific herself nice much population important trial bank during and.
S02129,English,80,80,Create care show fight four program morning idea inside whole environment director.
S01812,Math,63,100,Religious responsibility interest at operation director indeed authority people lay continue subject husband.
S02374,Geography,42,-5,Personal chair soldier very dream both scientist always start art can enter.
S03930,Geography,95,90,Without wide take face hard daughter enjoy performance account college.
S03530,Math,89,90,Before raise former sound measure class each old read drug.
S10279,History,42,-5,Decide friend almost quite tough it activity what adult drug each.
S00958,Science,76,80,Admit manage again detail employee leader best speech black theory second attorney fall.
S11045,Math,89,80,Appear growth song news local vote rule institution number carry really offer.
S07633,History,48,100,Treat state author source authority food gun interesting.
S00774,Math,56,95,  
S08850,Geography,100,-5,Teach require hundred measure sister important mouth.
S04879,History,52,95,West student take stock trip imagine.
S02876,Science,67,95,Least during great yes if should together close back focus whether leg.
